# Field minima and maxima
# Time            	field             	min               	location(min)     	max               	location(max)     
0.73              	k                 	4.9915510267e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.73              	p                 	-1.2352581287e-14	(-5.0800000000e-01 7.5000000000e-01 8.5000000000e-01)	5.2993567589e-16	(1.1420000000e+00 -8.5000000000e-01 -8.0000000000e-01)
0.73              	omega             	7.8671603747e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.74              	nut               	6.3345505560e-04	(1.9200000000e-01 -5.0000000000e-01 -1.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.74              	U                 	(1.0000000000e+00 -5.7514334499e-16 -1.4743334811e-15)	(4.2000000000e-02 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 4.8905785089e-16 7.5699413394e-16)	(5.9200000000e-01 8.5000000000e-01 8.5000000000e-01)
0.74              	k                 	4.9566826441e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.74              	p                 	-6.5174885815e-16	(1.0920000000e+00 2.0000000000e-01 8.0000000000e-01)	6.5620772227e-15	(-5.8000000000e-02 2.5000000000e-01 8.5000000000e-01)
0.74              	omega             	7.8162452842e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.75              	nut               	6.3309959452e-04	(1.9200000000e-01 -5.0000000000e-01 -1.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.75              	U                 	(1.0000000000e+00 -1.2048871183e-15 -8.8930535346e-16)	(4.2000000000e-02 -8.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 4.7352365952e-16 5.6350524088e-16)	(-3.0800000000e-01 5.0000000000e-01 8.5000000000e-01)
0.75              	k                 	4.9222789342e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.75              	p                 	-8.5142230909e-15	(-4.5800000000e-01 -8.5000000000e-01 -8.5000000000e-01)	5.7942455332e-16	(1.0920000000e+00 7.0000000000e-01 8.0000000000e-01)
0.75              	omega             	7.7659849858e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.76              	nut               	6.3275332605e-04	(1.9200000000e-01 -5.0000000000e-01 -1.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.76              	U                 	(1.0000000000e+00 -8.0079709733e-16 -4.3020591676e-16)	(4.2000000000e-02 -7.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 1.8098104437e-16 5.4667201901e-16)	(-2.0800000000e-01 2.5000000000e-01 8.5000000000e-01)
0.76              	k                 	4.8883307955e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.76              	p                 	-1.0066091124e-14	(-5.5800000000e-01 4.0000000000e-01 8.0000000000e-01)	7.7809016044e-16	(9.9200000000e-01 -3.5000000000e-01 -2.5000000000e-01)
0.76              	omega             	7.7163669287e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.77              	nut               	6.3241732452e-04	(1.9200000000e-01 -5.0000000000e-01 -1.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.77              	U                 	(1.0000000000e+00 -7.7182716864e-16 -3.9575033530e-16)	(4.2000000000e-02 -7.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 2.7585489137e-16 5.2893603011e-16)	(-8.0000000000e-03 7.5000000000e-01 4.5000000000e-01)
0.77              	k                 	4.8548293610e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.77              	p                 	-5.1826504237e-15	(-5.0800000000e-01 8.5000000000e-01 -6.5000000000e-01)	2.0241521277e-15	(7.4200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.77              	omega             	7.6673788810e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.78              	nut               	6.3209261259e-04	(1.9200000000e-01 -5.0000000000e-01 -1.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.78              	U                 	(1.0000000000e+00 -8.6096766019e-16 -5.7066435986e-16)	(9.2000000000e-02 -7.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 4.6849838993e-16 5.8133344269e-16)	(-3.0800000000e-01 5.0000000000e-01 8.5000000000e-01)
0.78              	k                 	4.8217659908e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.78              	p                 	-7.0696686501e-15	(-5.5800000000e-01 -5.0000000000e-02 8.5000000000e-01)	7.5080318329e-16	(8.4200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.78              	omega             	7.6190089193e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.79              	nut               	6.3178014178e-04	(1.9200000000e-01 -5.0000000000e-01 -1.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.79              	U                 	(1.0000000000e+00 -7.2225909496e-16 -6.5222491028e-16)	(1.4200000000e-01 -7.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 4.8357276842e-16 6.3888216498e-16)	(-4.0800000000e-01 8.5000000000e-01 7.5000000000e-01)
0.79              	k                 	4.7891322646e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.79              	p                 	-2.5715769783e-15	(-5.0800000000e-01 8.5000000000e-01 8.5000000000e-01)	2.4740778155e-15	(7.4200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.79              	omega             	7.5712454194e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.8               	nut               	6.3144331236e-04	(2.4200000000e-01 5.5000000000e-01 -7.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.8               	U                 	(1.0000000000e+00 -7.4495286738e-16 -7.3929428983e-16)	(4.2000000000e-02 -8.0000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 2.8691854246e-16 5.0463572960e-16)	(-1.5800000000e-01 2.5000000000e-01 8.5000000000e-01)
0.8               	k                 	4.7569199754e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.8               	p                 	-5.3519889746e-15	(-3.5800000000e-01 8.5000000000e-01 -8.5000000000e-01)	2.4839617090e-15	(6.9200000000e-01 -8.5000000000e-01 7.5000000000e-01)
0.8               	omega             	7.5240770466e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.81              	nut               	6.3110262645e-04	(2.4200000000e-01 5.5000000000e-01 -7.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.81              	U                 	(1.0000000000e+00 -7.6686504541e-16 -6.8724638210e-16)	(4.2000000000e-02 -8.0000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 4.3437231027e-16 6.3218621821e-16)	(-3.0800000000e-01 5.0000000000e-01 8.5000000000e-01)
0.81              	k                 	4.7251211224e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.81              	p                 	-8.7409108896e-15	(-5.5800000000e-01 -2.0000000000e-01 5.5000000000e-01)	9.2310551046e-16	(8.9200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.81              	omega             	7.4774927468e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.82              	nut               	6.3077156180e-04	(2.4200000000e-01 5.5000000000e-01 -7.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.82              	U                 	(1.0000000000e+00 -5.7157851920e-16 -9.1272427437e-16)	(4.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.0439167882e-16 6.2564614301e-16)	(-1.0800000000e-01 8.5000000000e-01 4.5000000000e-01)
0.82              	k                 	4.6937279045e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.82              	p                 	-7.2233559821e-15	(-5.0800000000e-01 -8.5000000000e-01 -8.5000000000e-01)	6.1838614352e-16	(1.1420000000e+00 2.5000000000e-01 8.5000000000e-01)
0.82              	omega             	7.4314817384e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.83              	nut               	6.3045110233e-04	(2.4200000000e-01 5.5000000000e-01 -7.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.83              	U                 	(1.0000000000e+00 -5.7791086595e-16 -9.8552229115e-16)	(4.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 9.1689811512e-16 1.1744073535e-15)	(8.4200000000e-01 8.5000000000e-01 8.5000000000e-01)
0.83              	k                 	4.6627327145e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.83              	p                 	-1.3825757246e-14	(-5.5800000000e-01 5.5000000000e-01 -5.5000000000e-01)	3.2681803270e-16	(1.1420000000e+00 -2.5000000000e-01 7.0000000000e-01)
0.83              	omega             	7.3860335031e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.84              	nut               	6.3014216928e-04	(2.4200000000e-01 5.5000000000e-01 -7.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.84              	U                 	(1.0000000000e+00 -5.9115093680e-16 -1.0445398703e-15)	(4.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.9902647035e-16 4.3594069646e-16)	(-2.5800000000e-01 5.0000000000e-01 8.5000000000e-01)
0.84              	k                 	4.6321281328e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.84              	p                 	-2.6223152839e-15	(-5.5800000000e-01 8.0000000000e-01 8.5000000000e-01)	4.2480926561e-15	(-5.5800000000e-01 2.5000000000e-01 -8.5000000000e-01)
0.84              	omega             	7.3411377785e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.85              	nut               	6.2983798129e-04	(2.9200000000e-01 3.5000000000e-01 -8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.85              	U                 	(1.0000000000e+00 -5.7149279008e-16 -1.1749010141e-15)	(1.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 6.4109527695e-16 6.1786495163e-16)	(-5.8000000000e-02 7.0000000000e-01 5.5000000000e-01)
0.85              	k                 	4.6019069218e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.85              	p                 	-4.2564668589e-16	(1.1420000000e+00 8.5000000000e-01 -4.5000000000e-01)	9.6369422276e-15	(-5.5800000000e-01 8.5000000000e-01 -4.0000000000e-01)
0.85              	omega             	7.2967845503e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.86              	nut               	6.2950269447e-04	(2.9200000000e-01 3.5000000000e-01 -8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.86              	U                 	(1.0000000000e+00 -6.1590051006e-16 -1.1688035420e-15)	(1.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.5902428811e-16 6.1609919389e-16)	(-5.8000000000e-02 8.5000000000e-01 4.5000000000e-01)
0.86              	k                 	4.5720620205e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.86              	p                 	-9.4617216322e-15	(-4.5800000000e-01 8.5000000000e-01 -8.5000000000e-01)	5.7558846493e-16	(1.0920000000e+00 -3.0000000000e-01 5.5000000000e-01)
0.86              	omega             	7.2529640447e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.87              	nut               	6.2917645022e-04	(2.9200000000e-01 3.5000000000e-01 -8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.87              	U                 	(1.0000000000e+00 -6.2711170941e-16 -1.1621505909e-15)	(1.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 4.6915333371e-16 5.2203298898e-16)	(4.2000000000e-02 7.5000000000e-01 4.5000000000e-01)
0.87              	k                 	4.5425865390e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.87              	p                 	-5.8746558281e-15	(-4.0800000000e-01 8.5000000000e-01 3.5000000000e-01)	1.6860935368e-15	(2.9200000000e-01 -3.0000000000e-01 -8.5000000000e-01)
0.87              	omega             	7.2096667212e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.88              	nut               	6.2886019555e-04	(2.9200000000e-01 3.5000000000e-01 -8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.88              	U                 	(1.0000000000e+00 -8.2311460578e-16 -1.0022244924e-15)	(1.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 7.3534433487e-16 4.6767352008e-16)	(4.2000000000e-02 7.0000000000e-01 6.0000000000e-01)
0.88              	k                 	4.5134737534e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.88              	p                 	-1.0670562850e-15	(-2.0800000000e-01 -8.5000000000e-01 -8.5000000000e-01)	6.2095725496e-15	(-5.5800000000e-01 8.5000000000e-01 0.0000000000e+00)
0.88              	omega             	7.1668832659e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.89              	nut               	6.2855482151e-04	(2.9200000000e-01 3.5000000000e-01 -8.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.89              	U                 	(1.0000000000e+00 -8.7834429154e-16 -1.6116548730e-15)	(9.2000000000e-02 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 8.2791669836e-16 9.9927495876e-16)	(1.9200000000e-01 8.5000000000e-01 7.0000000000e-01)
0.89              	k                 	4.4847171010e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.89              	p                 	-1.3319182848e-14	(-5.5800000000e-01 0.0000000000e+00 -4.0000000000e-01)	4.0912483531e-16	(1.0920000000e+00 8.5000000000e-01 8.5000000000e-01)
0.89              	omega             	7.1246045846e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.9               	nut               	6.2826114759e-04	(2.9200000000e-01 7.5000000000e-01 3.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.9               	U                 	(1.0000000000e+00 -8.5876599259e-16 -7.5846808947e-16)	(9.2000000000e-02 -8.0000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 2.5488596037e-16 4.9823802352e-16)	(-2.0800000000e-01 2.5000000000e-01 8.5000000000e-01)
0.9               	k                 	4.4563101753e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.9               	p                 	-7.7834206372e-15	(-5.0800000000e-01 8.0000000000e-01 8.5000000000e-01)	1.8981932793e-15	(4.4200000000e-01 -8.0000000000e-01 8.5000000000e-01)
0.9               	omega             	7.0828217964e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.91              	nut               	6.2795077537e-04	(3.4200000000e-01 -6.5000000000e-01 1.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.91              	U                 	(1.0000000000e+00 -6.9828920181e-16 -1.2532863043e-15)	(4.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 6.7680275319e-16 5.9154434711e-16)	(9.9200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.91              	k                 	4.4282467214e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.91              	p                 	-7.1676053170e-16	(4.2000000000e-02 -8.5000000000e-01 -8.5000000000e-01)	7.5683372799e-15	(-5.5800000000e-01 8.5000000000e-01 -5.0000000000e-02)
0.91              	omega             	7.0415262276e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.92              	nut               	6.2762922660e-04	(3.4200000000e-01 -6.5000000000e-01 1.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.92              	U                 	(1.0000000000e+00 -7.1533768986e-16 -1.2395115594e-15)	(4.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 8.8993426971e-16 1.0573307521e-15)	(1.9200000000e-01 8.5000000000e-01 7.0000000000e-01)
0.92              	k                 	4.4005206319e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.92              	p                 	-1.1396493260e-14	(-4.5800000000e-01 -8.5000000000e-01 6.5000000000e-01)	2.5928588427e-16	(1.1420000000e+00 -5.0000000000e-01 5.5000000000e-01)
0.92              	omega             	7.0007094056e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.93              	nut               	6.2731710963e-04	(3.4200000000e-01 -6.5000000000e-01 1.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
